∂,,,,Study Data,,,,,,Central SCC Value,,,,,,,,,,,,,,,,Structural Changes,,,,,,,,,,,,,SCC Distribution,,,,,,,,,,,Parametric Uncertainty: 1 or 0,,,,,,,,,,,,,
,,,,,,,,,,,,,,REPORT EITHER CONSTANT DISCOUNT RATE OR PRTP AND EMUC,,,Damage Function Info - Enter 1 or 0,,,,,CLIMATE,CLIMATE,CLIMATE,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,UTILITY,OTHER,OTHER,OTHER,,,,,,,,,,,,,,,SOCIO-ECONOMICS,SOCIO-ECONOMICS,SOCIO-ECONOMICS,,,CLIMATE,CLIMATE or DAMAGES,DAMAGES,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,,,
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2020,41,,Optimal,,,2,1,,,,,1,,,,,,,,,1,,,,19,,,,,,,,,,,,,60,,,,,,,,1,,,,,,Figure 1,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2050,109,,Optimal,,,2,1,,,,,1,,,,,,,,,1,,,,55,,,,,,,,,,,,,170,,,,,,,,1,,,,,,Figure 1,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2020,38,,Optimal,,,2,2,,,,,1,,,,,,,,,1,,,,7,,,,,,,,,,,,,83,,,,,,,,1,,,,,,Figure 1,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2050,142,,Optimal,,,2,2,,,,,1,,,,,,,,,1,,,,35,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 1,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2020,37,,Optimal,,,2,3,,,,,1,,,,,,,,,1,,,,5,,,,,,,,,,,,,86,,,,,,,,1,,,,,,Figure 1,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2050,177,,Optimal,,,2,3,,,,,1,,,,,,,,,1,,,,27,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 1,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2020,35,,Optimal,,,2,2,1,,,,1,,,,,,,,,1,,,,10,,,,,,,,,,,,,83,,,,,,,,1,,,,,,Figure 2,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2050,147,,Optimal,,,2,2,1,,,,1,,,,,,,,,1,,,,41,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 2,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2020,42,,Optimal,,,2,2,,,,,1,,,,1,,,,,1,,,,14,,,,,,,,,,,,,104,,,,,,,,1,,,,,,Figure 2,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
1393,Budolfson2017,Fran,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",2017,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H. (2017) The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",NICE,RICE 2010,Sensitivity Analysis,2050,213,,Optimal,,,2,2,,,,,1,,,,1,,,,,1,,,,95,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 2,,Converted from $ per ton C to $ per ton CO2. Mitigation costs proportional to income (omega = 1). Ignore reported backstop prices.
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,14,1995,A2,,,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,6,1995,A2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,0.7,1995,A2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,15,1995,A2,,,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,7,1995,A2,,,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,2,1995,A2,,,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,14,1995,A2,,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,9,1995,A2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
3385,Anthoff2009,Fran,"Anthoff, D., Tol, R.S.J.",2009,"Anthoff, D., Tol, R.S.J. (2009) The impact of climate change on the balanced growth equivalent: An application of FUND",FUND 3.2,,Sensitivity Analysis,2000,2,1995,A2,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Converted from $ per ton C to $ per ton CO2
1946,Myles2006,James,"Allen, M.R.",2016,"Allen, M. R. (2016). Drivers of peak warming in a consumption-maximizing world. Nature Climate Change, 6(7), 684-686.",,DICE2013R,,2015,25,2005,Optimal,,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methods,,Theoretical model aimed at understanding optimal behavior
1946,Myles2006,James,"Allen, M.R.",2016,"Allen, M. R. (2016). Drivers of peak warming in a consumption-maximizing world. Nature Climate Change, 6(7), 684-686.",,DICE2013R,,2050,100,2005,Optimal,,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methods,,Theoretical model aimed at understanding optimal behavior
1645,Berger2017,Fran,"Berger, L., Emmerling, J., Tavoni, M.",2017,"Berger, L., Emmerling, J., Tavoni, M. (2017) Managing catastrophic climate risks under model uncertainty aversion",DICE 2013R,,Empirical Improvement,2015,23.2,,Optimal,17.7,,1.5,1.45,,,,,,,,,1,,,1,,,,,,20.4,,,,,,,,,,,,,27,,,,,,,,,,,,,1,Table 1,,Parametric variance also over model undertainty aversion
1645,Berger2017,Fran,"Berger, L., Emmerling, J., Tavoni, M.",2017,"Berger, L., Emmerling, J., Tavoni, M. (2017) Managing catastrophic climate risks under model uncertainty aversion",DICE 2013R,,Empirical Improvement,2015,23.2,,Optimal,17.7,,1.5,1.45,,,,,,,,,1,,,1,,,,,,19.6,,,,,,,,,,,,,30,,,,,,,1,,,,,,,Table 2,,
1645,Berger2017,Fran,"Berger, L., Emmerling, J., Tavoni, M.",2017,"Berger, L., Emmerling, J., Tavoni, M. (2017) Managing catastrophic climate risks under model uncertainty aversion",DICE 2013R,,Empirical Improvement,2015,23.2,,Optimal,17.7,,1.5,1.45,,,,,,,,,1,,,1,,,,,,8.5,,,,,,,,,,,,,42.5,,,,,,1,,,,,,,,Table 2,,
1645,Berger2017,Fran,"Berger, L., Emmerling, J., Tavoni, M.",2017,"Berger, L., Emmerling, J., Tavoni, M. (2017) Managing catastrophic climate risks under model uncertainty aversion",DICE 2013R,,Empirical Improvement,2015,83,,Optimal,,,0.001,1.45,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
1645,Berger2017,Fran,"Berger, L., Emmerling, J., Tavoni, M.",2017,"Berger, L., Emmerling, J., Tavoni, M. (2017) Managing catastrophic climate risks under model uncertainty aversion",DICE 2013R,,Empirical Improvement,2015,9.1,,Optimal,,,3,1.45,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2793,Weitzman2013,Fran,"Weitzman, M.L.",2013,Weitzman (2013) Tail-hedge discounting and the social cost of carbon,DICE PAGE FUND,2010 IWG,Sensitivity Analysis,,266,2007,IWG Scenarios,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 3,,
2793,Weitzman2013,Fran,"Weitzman, M.L.",2013,Weitzman (2013) Tail-hedge discounting and the social cost of carbon,DICE PAGE FUND,2010 IWG,Sensitivity Analysis,,1,2007,IWG Scenarios,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 3,,
2793,Weitzman2013,Fran,"Weitzman, M.L.",2013,Weitzman (2013) Tail-hedge discounting and the social cost of carbon,DICE PAGE FUND,2010 IWG,Sensitivity Analysis,,140,2007,IWG Scenarios,,Declining,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,228,,,,,,,,1,,,,,,Table 3,,"Parametric uncertainty is the fraction of non-diversifiable climate damages, which affects the discount rate"
2896,Otto2013,Fran,"Otto, A., Todd, B.J., Bowerman, N., Frame, D.J., Allen, M.R.",2013,"Otto, A., Todd, B.J., Bowerman, N., Frame, D.J., Allen, M.R. (2013) Climate system properties determining the social cost of carbon",,DICE 2007,Empirical Improvement,2012,76.4,2008,RCP4.5,,2.8,,,,,,,,1,1,,,,,,,,,,,,41,,,,,,,,,,123,,,,,,1,1,,,,,,,,,Figure 2b,,Converted from $ per ton C to $ per ton CO2
3371,Hepburn2009,Fran,"Hepburn, C., Koundouri, P., Panopoulou, E., Pantelidis, T.",2009,"Hepburn, C., Koundouri, P., Panopoulou, E., Pantelidis, T. (2009) Social discounting under uncertainty: A cross-country comparison",FUND 2.8,,Empirical Improvement,,,2007,,EUR8.9,Declining,,,,,,,,,,,,,,,,,,,,EUR8.6,,,,,,,,,,,,,EUR22.6,1,,,,,,,,,,,,,Table 10,,Units in Euros per ton CO2 - value range reflects different statistical models and different growth paths across different regions
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2005,12,,Optimal,,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 3,,Damage exponent uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2050,30,,Optimal,,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 3,,Damage exponent uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2100,75,,Optimal,,,1.5,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 3,,Damage exponent uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2005,27,,Optimal,,,1.5,"RRA=9.5, IES = 1.5",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 4,,Damage coefficient uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2050,65,,Optimal,,,1.5,"RRA=9.5, IES = 1.5",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 4,,Damage coefficient uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2100,130,,Optimal,,,1.5,"RRA=9.5, IES = 1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 4,,Damage coefficient uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2005,30,,Optimal,,,1.5,"RRA=9.5, IES = 1.5",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 4,,Damage exponent uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2050,75,,Optimal,,,1.5,"RRA=9.5, IES = 1.5",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 4,,Damage exponent uncertainty
2794,CrostTraeger2013,Ivan,"Crost, Benjamin, and Christian P. Traeger.",2013,"Crost, Benjamin, and Christian P. Traeger. ""Optimal climate policy: uncertainty versus Monte Carlo."" Economics Letters 120, no. 3 (2013): 552-558.",DICE-2007,,Empirical Improvement,2100,157,,Optimal,,,1.5,"RRA=9.5, IES = 1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Figure 4,,Damage exponent uncertainty
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,8,,Optimal,9,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,9,,Optimal,9,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,11,,Optimal,9,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,16,,Optimal,17,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,18,,Optimal,17,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,20,,Optimal,17,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2100,36,,Optimal,37,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2100,41,,Optimal,37,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2100,46,,Optimal,37,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,8,,Optimal,9,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,9,,Optimal,9,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,10,,Optimal,9,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,16,,Optimal,17,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,17,,Optimal,17,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,19,,Optimal,17,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2100,37,,Optimal,37,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2100,38,,Optimal,37,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2100,40,,Optimal,37,,1.5,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,54,,Optimal,,,1.5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Figure 5,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2050,164,,Optimal,,,1.5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Figure 5,,
1609,Hwang2017,Ivan,"Hwang, I.C., ReynÃ¨s, F., Tol, R.S.J.",2017,"Hwang, In Chang, Frédéric Reynès, and Richard SJ Tol. ""The effect of learning on climate policy under fat-tailed risk."" Resource and Energy Economics 48 (2017): 1-18.",DICE-2007,,Empirical Improvement,2015,14,,Optimal,,,1.5,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Figure 5,,
