ID_Number,Authors,Author.s..ID,Title,Year,Assigned To,Added or Not Relevant?,Justification for Not Relevant,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X
1298,"Fullerton, D., Karney, D.H.",7102594487; 36715108700,"Multiple pollutants, co-benefits, and suboptimal environmental policies",2018,Fran,Not relevant,Interactions of multiple pollutants and co-benefits. Uses but doesn't calculate a SCC,Journal of Environmental Economics and Management,87,,,52,71,NA,14,1,NST,,,10.1016/j.jeem.2017.08.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85037355932&partnerID=40&md5=e317dad514ac91b4cec3c4588295e93f,,Article,Final,,Scopus,2-s2.0-85037355932,
479,"Lötjönen, S., Ollikainen, M.",57038724900; 7003552103,Multiple-pollutant cost-efficiency: Coherent water and climate policy for agriculture,2019,Gernot,,,Ambio,48,11,,1304,1313,NA,3,1,NST,,,10.1007/s13280-019-01257-z,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072168367&partnerID=40&md5=c5b192b510a2f55b67708486dfef254c,,Article,Final,Open Access,Scopus,2-s2.0-85072168367,
2240,"Hackett, S.B., Moxnes, E.",56681874200; 6603527264,Natural capital in integrated assessment models of climate change,2015,Fran,Not relevant,"Model gives optimal temperature trajectories and consumption paths after accounting for additional (non climate) ecological externalities of production, but doesn't report an SCC",Ecological Economics,116,,,354,361,NA,6,1,NST,,,10.1016/j.ecolecon.2015.05.009,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84930937447&partnerID=40&md5=34311ba528e0aef3e42b0c8fa429668f,,Article,Final,,Scopus,2-s2.0-84930937447,
1394,"Moore, F.C., Baldos, U., Hertel, T., Diaz, D.",55066845400; 55651624300; 7006465820; 56519315300,New science of climate change impacts on agriculture implies higher social cost of carbon,2017,Fran,Added,,Nature Communications,8,1,1607,,,NA,27,1,NST,,,10.1038/s41467-017-01792-x,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034632901&partnerID=40&md5=63c2eb6e131f76eb27d1c2380cefdcef,,Article,Final,Open Access,Scopus,2-s2.0-85034632901,
1466,"Weitzman, M.L.",7.01E+09,On a World Climate Assembly and the Social Cost of Carbon,2017,Simon,Not relevant,,Economica,84,336,,559,586,NA,4,1,NST,,,10.1111/ecca.12248,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85026410957&partnerID=40&md5=1be36bdb09ba0c3acb8014ca394d7e14,,Article,Final,,Scopus,2-s2.0-85026410957,
3265,"Anthoff, D., Tol, R.S.J.",13002913500; 55765581600,On international equity weights and national decision making on climate change,2010,Moritz,,,Journal of Environmental Economics and Management,60,1,,14,20,NA,50,NA,CT,1,NST,10.1016/j.jeem.2010.04.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-77954863144&partnerID=40&md5=4bc1edbd1c46b4bdacd13c5154e4679f,,Article,Final,,Scopus,2-s2.0-77954863144,
1569,"Calel, R., Stainforth, D.A.",55251707100; 6602235428,On the physics of three integrated assessment models,2017,James,,,Bulletin of the American Meteorological Society,98,6,,1199,1216,NA,9,1,NST,,,10.1175/BAMS-D-16-0034.1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85021362461&partnerID=40&md5=ec83eb24a382c494915075ad06303120,,Article,Final,Open Access,Scopus,2-s2.0-85021362461,
3090,"Tol, R.S.J.",5.58E+10,On the Uncertainty About the Total Economic Impact of Climate Change,2012,Delavane,,,Environmental and Resource Economics,53,1,,97,116,NA,40,1,CT,,,10.1007/s10640-012-9549-3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84865440255&partnerID=40&md5=1c96cc60b2be076ba3ab2f45e2fda5d4,,Article,Final,Open Access,Scopus,2-s2.0-84865440255,
1952,"Grigoroudis, E., Kanellos, F.D., Kouikoglou, V.S., Phillis, Y.A.",6506717307; 6506656620; 35580724200; 7004086791,Optimal abatement policies and related behavioral aspects of climate change,2016,Gernot,,,Environmental Development,19,,,10,22,NA,4,1,NST,,,10.1016/j.envdev.2016.04.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84991396195&partnerID=40&md5=8d06b9e81e5656078911907386392427,,Article,Final,,Scopus,2-s2.0-84991396195,
2578,"Jensen, S., Traeger, C.P.",57197359534; 37125128200,Optimal climate change mitigation under long-term growth uncertainty: Stochastic integrated assessment and analytic findings,2014,Fran,Added,,European Economic Review,69,,,104,125,NA,37,1,NST,,,10.1016/j.euroecorev.2014.01.008,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901982257&partnerID=40&md5=a5e01e04cb612e69091ba38618a6f7d6,,Article,Final,,Scopus,2-s2.0-84901982257,
811,"Hillebrand, E., Hillebrand, M.",57204636488; 12778708600,Optimal climate policies in a dynamic multi-country equilibrium model,2019,Ivan,Added,,Journal of Economic Theory,179,,,200,239,NA,NA,1,NST,,,10.1016/j.jet.2018.11.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85056451981&partnerID=40&md5=bc6d98cf96cb5215640aaefd7ed6fe91,,Article,Final,,Scopus,2-s2.0-85056451981,
763,"Budolfson, M., Dennig, F., Fleurbaey, M., Scovronick, N., Siebert, A., Spears, D., Wagner, F.",57031877600; 57031858900; 6602530940; 35957494400; 56909741300; 42262977500; 56001885100,Optimal Climate Policy and the Future of World Economic Development,2019,Fran,Added,,World Bank Economic Review,33,1,,21,40,NA,4,1,NST,,,10.1093/wber/lhx016,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85064128108&partnerID=40&md5=bc4ac7e287390f33ac526cca066456f1,,Article,Final,,Scopus,2-s2.0-85064128108,
3679,"Goulder, L.H., Mathai, K.",6603857528; 7004481002,Optimal CO<inf>2</inf> abatement in the presence of induced technological change,2000,Simon,Added,,Journal of Environmental Economics and Management,39,1,,1,38,NA,294,1,CT,1,HFW,10.1006/jeem.1999.1089,,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033979579&partnerID=40&md5=dfab72fd7140b2c5626181d8a9a67b59,,Article,Final,,Scopus,2-s2.0-0033979579,
2574,"Crost, B., Traeger, C.P.",15828898800; 37125128200,Optimal CO<inf>2</inf> mitigation under damage risk valuation,2014,Gernot,,,Nature Climate Change,4,7,,631,636,NA,34,1,NST,,,10.1038/nclimate2249,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84903455569&partnerID=40&md5=6251132cb1a0917fd4dcf694d82b5588,,Article,Final,,Scopus,2-s2.0-84903455569,
697,"Barrage, L.",3.52E+10,Optimal Dynamic Carbon Taxes in a Climate-Economy Model with Distortionary Fiscal Policy,2019,James,,,American Historical Review,124,2,,1,39,NA,NA,1,YL,,,10.1093/restud/rdz055,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084311246&partnerID=40&md5=21ca2d2eafa18c098b0c3f718da80674,,Article,Final,,Scopus,2-s2.0-85084311246,
40,"Chan, Y.T.",5.72E+10,Optimal emissions tax rates under habit formation and social comparisons,2020,Moritz,,,Energy Policy,146,,111809,,,NA,NA,1,LE,,,10.1016/j.enpol.2020.111809,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089660734&partnerID=40&md5=68ee0c9aefc62c6ac45b53a81befa91e,,Article,Final,,Scopus,2-s2.0-85089660734,
1408,"Kanellos, F.D., Grigoroudis, E., Hope, C., Kouikoglou, V.S., Phillis, Y.A.",6506656620; 6506717307; 7005311126; 35580724200; 7004086791,Optimal GHG Emission Abatement and Aggregate Economic Damages of Global Warming,2017,Ivan,Not relevant,Does not report SCCs nor carbon taxes,IEEE Systems Journal,11,4,6998833,2784,2793,NA,6,1,NST,,,10.1109/JSYST.2014.2376493,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041434407&partnerID=40&md5=f81c87f5f11398500f114f0105b04954,,Article,Final,,Scopus,2-s2.0-85041434407,
1270,"Zhang, X.-B., Xu, J.",56149751200; 57075206400,Optimal policies for climate change: A joint consideration of CO<inf>2</inf> and methane,2018,Gernot,,,Applied Energy,211,,,1021,1029,NA,8,1,NST,,,10.1016/j.apenergy.2017.10.067,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85036575989&partnerID=40&md5=608f353248d787e187a931d44b0673d1,,Article,Final,,Scopus,2-s2.0-85036575989,
2649,"Golosov, M., Hassler, J., Krusell, P., Tsyvinski, A.",36174848800; 7004726994; 57203285766; 6504293496,Optimal Taxes on Fossil Fuel in General Equilibrium,2014,Simon,Added,,Econometrica,82,1,,41,88,NA,203,NA,CT,1,NST,10.3982/ECTA10217,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893449006&partnerID=40&md5=55cc97433fdc464b53a94c462e5a2bd5,,Article,Final,,Scopus,2-s2.0-84893449006,
3427,"Doyen, L., Dumas, P., Ambrosi, P.",6602527368; 8121925500; 16202160200,Optimal timing of CO<inf>2</inf> mitigation policies for a cost-effectiveness model,2008,Ivan,Not relevant,No social costs of carbon or carbon prices,Mathematical and Computer Modelling,48,6-May,,882,897,NA,5,1,CT,,,10.1016/j.mcm.2007.11.010,,https://www.scopus.com/inward/record.url?eid=2-s2.0-47949120530&partnerID=40&md5=131e3662aa060ab5ce9f53a7cb47a636,,Article,Final,Open Access,Scopus,2-s2.0-47949120530,
184,"Martelli, E., Freschini, M., Zatti, M.",35096554000; 57209257302; 57197856317,Optimization of renewable energy subsidy and carbon tax for multi energy systems using bilevel programming,2020,Delavane,,,Applied Energy,267,,115089,,,NA,NA,1,NST,,,10.1016/j.apenergy.2020.115089,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089185462&partnerID=40&md5=da273f0b542e076b14f5b6f49aa28728,,Article,Final,,Scopus,2-s2.0-85089185462,
1067,"Bretschger, L., Karydas, C.",6602609744; 57194129384,Optimum Growth and Carbon Policies with Lags in the Climate System,2018,Moritz,,,Environmental and Resource Economics,70,4,,781,806,NA,8,1,AZ,,,10.1007/s10640-017-0153-4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85018820836&partnerID=40&md5=7f010d521881dad8d34d927661d2a451,,Article,Final,,Scopus,2-s2.0-85018820836,
1253,"Barron, A.R., Fawcett, A.A., Hafstead, M.A.C., McFarland, J.R., Morris, A.C.",57206314427; 24780340100; 36468387500; 7103027395; 55330849600,POLICY INSIGHTS from the EMF 32 STUDY on U.S. CARBON TAX SCENARIOS,2018,Gernot,,,Climate Change Economics,9,1,1840003,,,NA,14,1,NST,,,10.1142/S2010007818400031,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044289114&partnerID=40&md5=605394d32142372970bb0b01c3cfa2f9,,Article,Final,Open Access,Scopus,2-s2.0-85044289114,
2605,"Jenkins, J.D.",5.60E+10,"Political economy constraints on carbon pricing policies: What are the implications for economic efficiency, environmental efficacy, and climate policy design?",2014,Fran,Not relevant,Discussion of political economy constraints to carbon pricing,Energy Policy,69,,,467,477,NA,82,1,NST,,,10.1016/j.enpol.2014.02.003,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84899084642&partnerID=40&md5=b9c8f490a95f4b6f95c548e8899d4d2d,,Article,Final,,Scopus,2-s2.0-84899084642,
2379,"Freeman, M.C., Groom, B.",8349635100; 9740614000,Positively gamma discounting: Combining the opinions of experts on the social discount rate,2015,Moritz,,,Economic Journal,125,585,,1015,1024,NA,18,1,NST,,,10.1111/ecoj.12129,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84931308799&partnerID=40&md5=1d3e6678d1a73cb6c224c7124b13e55a,,Article,Final,,Scopus,2-s2.0-84931308799,
787,"van der Ploeg, F., de Zeeuw, A.",6701915911; 6602858312,Pricing Carbon and Adjusting Capital to Fend Off Climate Catastrophes,2019,Simon,Added,,Environmental and Resource Economics,72,1,,29,50,NA,4,1,NST,,,10.1007/s10640-018-0231-2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85042541574&partnerID=40&md5=873fc34871904c5d47f707aaea578be5,,Article,Final,,Scopus,2-s2.0-85042541574,
253,"Barnett, M., Brock, W., Hansen, L.P.",57215666157; 57215667709; 7401576349,Pricing uncertainty induced by climate change,2020,Fran,Added,,Review of Financial Studies,33,3,,1024,1066,NA,2,1,NST,,,10.1093/rfs/hhz144,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081613189&partnerID=40&md5=8bf0e7a708c30ca63cf9d459e10339a3,,Article,Final,Open Access,Scopus,2-s2.0-85081613189,
2208,"Adler, M.D., Treich, N.",7202067933; 6602731804,Prioritarianism and Climate Change,2015,James,,,Environmental and Resource Economics,62,2,,279,308,NA,13,1,NST,,,10.1007/s10640-015-9960-7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84943365366&partnerID=40&md5=59baa37d479d9ab485e61c20c7fecc6e,,Article,Final,,Scopus,2-s2.0-84943365366,
1570,"Adler, M., Anthoff, D., Bosetti, V., Garner, G., Keller, K., Treich, N.",7202067933; 13002913500; 6507549454; 55359861900; 57194275819; 6602731804,Priority for the worse-off and the social cost of carbon,2017,Gernot,,,Nature Climate Change,7,6,,443,449,NA,20,1,NST,,,10.1038/nclimate3298,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85020126183&partnerID=40&md5=dcd5aef95a2490b1297b686edd4088bb,,Article,Final,,Scopus,2-s2.0-85020126183,
1064,"Nordhaus, W.",7.00E+09,Projections and uncertainties about climate change in an era of minimal climate policies,2018,Simon,Added,,American Economic Journal: Economic Policy,10,3,,333,360,NA,35,1,AZ,,,10.1257/pol.20170046,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047369290&partnerID=40&md5=706a0021f402aa9062a8dbc019816e7d,,Article,Final,Open Access,Scopus,2-s2.0-85047369290,
294,"Chen, Y., Liu, A., Cheng, X.",57203573569; 57203568753; 7401754355,Quantifying economic impacts of climate change under nine future emission scenarios within CMIP6,2020,Fran,Not relevant,Reports total but not marginal damages,Science of the Total Environment,703,,134950,,,NA,NA,1,NST,,,10.1016/j.scitotenv.2019.134950,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85075351261&partnerID=40&md5=b02e10fe2572d2d21628c469bd873a20,,Article,Final,,Scopus,2-s2.0-85075351261,
1434,"Diaz, D., Moore, F.",56519315300; 55066845400,Quantifying the economic risks of climate change,2017,Delavane,,,Nature Climate Change,7,11,,774,782,NA,42,1,NST,,,10.1038/nclimate3411,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032711113&partnerID=40&md5=689ad9c64fbe97a67f5b025187156b4d,,Article,Final,,Scopus,2-s2.0-85032711113,
798,"Paul Kelleher, J., Wagner, G.",56112531300; 16644151000,Ramsey discounting calls for subtracting climate damages from economic growth rates,2019,Gernot,,,Applied Economics Letters,26,1,,79,82,NA,NA,1,NST,,,10.1080/13504851.2018.1438581,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041927061&partnerID=40&md5=c253cfc451c01efb59abd1c5f40f09f1,,Article,Final,,Scopus,2-s2.0-85041927061,
793,"Brock, W., Xepapadeas, A.",35319716100; 6701402028,Regional Climate Change Policy Under Positive Feedbacks and Strategic Interactions,2019,James,,,Environmental and Resource Economics,72,1,,51,75,NA,NA,1,NST,,,10.1007/s10640-018-0254-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046907523&partnerID=40&md5=8bb8ac7a3150d045b288acb6d867577d,,Article,Final,,Scopus,2-s2.0-85046907523,
1663,"Nordhaus, W.D.",7.00E+09,Revisiting the social cost of carbon,2017,Moritz,,,Proceedings of the National Academy of Sciences of the United States of America,114,7,,1518,1523,NA,187,1,NST,,,10.1073/pnas.1609244114,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85013078266&partnerID=40&md5=ec8aa50411d0a54606914ca069b495bb,,Article,Final,Open Access,Scopus,2-s2.0-85013078266,
3377,"Anthoff, D., Tol, R.S.J., Yohe, G.W.",13002913500; 55765581600; 7004304399,"Risk aversion, time preference, and the social cost of carbon",2009,Gernot,,,Environmental Research Letters,4,2,24002,,,NA,59,1,CT,,,10.1088/1748-9326/4/2/024002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-67650221268&partnerID=40&md5=ad51172c90e9993119b85a9f3a74e0ab,,Article,Final,Open Access,Scopus,2-s2.0-67650221268,
2564,"Howarth, R.B., Gerst, M.D., Borsuk, M.E.",7101808750; 25124028800; 6603669002,Risk mitigation and the social cost of carbon,2014,Ivan,Not relevant,"Has estimated SCC values but as a function of mid-century mitigation rates, not any scenario that we can map to.",Global Environmental Change,24,1,,123,131,NA,15,1,NST,,,10.1016/j.gloenvcha.2013.11.012,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894294903&partnerID=40&md5=e980fb0d79cbc12c24c68498128d56fc,,Article,Final,,Scopus,2-s2.0-84894294903,
2003,"Cai, Y., Lenton, T.M., Lontzek, T.S.",35796984200; 7004637798; 53980219400,Risk of multiple interacting tipping points should encourage rapid CO<inf>2</inf> emission reduction,2016,Simon,Added,,Nature Climate Change,6,5,,520,525,NA,66,1,NST,,,10.1038/nclimate2964,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964958169&partnerID=40&md5=f91d50f4b148273641dbcbb7244f3d74,,Article,Final,,Scopus,2-s2.0-84964958169,
3699,"Kousky, C; Kopp, RE; Cooke, R",NA,Risk Premia and the Social Cost of Carbon: A Review,2011,Moritz,,,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,5,,201121,,,NA,5,NA,CT,1,HFW,10.5018/economics-ejournal.ja.2011-21,,NA,,J,NA,"DOAJ Gold, Green Accepted",WebofScience,NA,NA
1846,"Li, X., Narajabad, B., Temzelides, T.",57191964289; 37004492400; 6602948322,Robust dynamic energy use and climate change,2016,Delavane,,,Quantitative Economics,7,3,,821,857,NA,3,1,NST,,,10.3982/QE463,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84995479960&partnerID=40&md5=81b5c788f55adca5fe552c7e07c894d2,,Article,Final,Open Access,Scopus,2-s2.0-84995479960,
2249,"Rezai, A., van der Ploeg, F.",36859652300; 6701915911,Robustness of a simple rule for the social cost of carbon,2015,Gernot,,,Economics Letters,132,,,48,55,NA,6,1,NST,,,10.1016/j.econlet.2015.04.007,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84929158304&partnerID=40&md5=f2f83937059978725171e48b05b56539,,Article,Final,,Scopus,2-s2.0-84929158304,
1632,"Duan, H., Zhang, G., Fan, Y., Wang, S.",55588602700; 55959630900; 7403491920; 35195168500,Role of endogenous energy efficiency improvement in global climate change mitigation,2017,Delavane,,,Energy Efficiency,10,2,,459,473,NA,8,1,NST,,,10.1007/s12053-016-9468-1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84983002212&partnerID=40&md5=fde064bf9de87b0953ea10df44e2b95b,,Article,Final,,Scopus,2-s2.0-84983002212,
2218,"Havranek, ., Irsova, Z., Janda, K., Zilberman, D.",24453189000; 37080793200; 56240770500; 35578894000,Selective reporting and the social cost of carbon,2015,Moritz,,,Energy Economics,51,,,394,406,NA,32,1,NST,,,10.1016/j.eneco.2015.08.009,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940541889&partnerID=40&md5=4574be13743a6eb200d46c04e1720e57,,Article,Final,,Scopus,2-s2.0-84940541889,
1157,"Yoo, J., Mendelsohn, R.",56697758500; 57206544769,Sensitivity of mitigation to the optimal global temperature: An experiment with dice,2018,Ivan,Added,,Climate Change Economics,9,2,1850003,,,NA,NA,NA,AZ,1,HFW,10.1142/S2010007818500033,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85040225624&partnerID=40&md5=d6f32c843286d96cf31b3d872eeccb30,,Article,Final,,Scopus,2-s2.0-85040225624,
2409,"Prata, J., Arsenio, E., Pontes, J.P.",56067151200; 6507909634; 57196754087,"Setting a city strategy for low Carbon Emissions: The role of electric vehicles, renewable energy and Energy Efficiency",2015,Fran,Not relevant,Uses the SCC to quantify benefits of EVs in Portugal,International Journal of Sustainable Development and Planning,10,2,,190,202,NA,2,1,NST,,,10.2495/SDP-V10-N2-190-202,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84951103993&partnerID=40&md5=b5756dc84c9e45a9b9c2d9d60d08d5c0,,Article,Final,Open Access,Scopus,2-s2.0-84951103993,
1998,"González-Eguino, M., Neumann, M.B.",36113329600; 57202617012,Significant implications of permafrost thawing for climate change control,2016,Simon,Added,,Climatic Change,136,2,,381,388,NA,8,1,NST,,,10.1007/s10584-016-1666-5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84962855334&partnerID=40&md5=f079e0ba3db6fa491927e1118e086d5f,,Article,Final,Open Access,Scopus,2-s2.0-84962855334,
789,"van der Ploeg, F., Rezai, A.",6701915911; 36859652300,Simple Rules for Climate Policy and Integrated Assessment,2019,Gernot,,,Environmental and Resource Economics,72,1,,77,108,NA,2,1,NST,,,10.1007/s10640-018-0280-6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85052509272&partnerID=40&md5=ce50534dba32fb54b4eb86557c34a255,,Article,Final,Open Access,Scopus,2-s2.0-85052509272,
966,"Yang, P., Yao, Y.-F., Mi, Z., Cao, Y.-F., Liao, H., Yu, B.-Y., Liang, Q.-M., Coffman, D.M., Wei, Y.-M.",57202120869; 55915315700; 55272317400; 57201420984; 55222159400; 38663804100; 13002620600; 56603101200; 13005705700,Social cost of carbon under shared socioeconomic pathways,2018,James,,,Global Environmental Change,53,,,225,232,NA,11,1,NST,,,10.1016/j.gloenvcha.2018.10.001,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054789893&partnerID=40&md5=c6c54a46bfe58b2d43bae541b3afc13d,,Article,Final,,Scopus,2-s2.0-85054789893,
836,"Howard, P., Livermore, M.A.",56154306100; 14019625400,Sociopolitical feedbacks and climate change,2019,Fran,Not relevant,"Super interesting paper, but only reports total damages, not marginal SCC",Harvard Environmental Law Review,43,1,,119,174,NA,NA,NA,NST,1,HFW,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072249852&partnerID=40&md5=f4f03d0d309f2e14784052a65b9cd99a,,Article,Final,,Scopus,2-s2.0-85072249852,
1339,"Heutel, G., Moreno-Cruz, J., Shayegh, S.",15848279900; 36872459400; 56287003100,"Solar geoengineering, uncertainty, and the price of carbon",2018,Delavane,,,Journal of Environmental Economics and Management,87,,,24,41,NA,7,1,NST,,,10.1016/j.jeem.2017.11.002,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85034760471&partnerID=40&md5=6f9ca4f0c8fe992304460b7c70b70644,,Article,Final,,Scopus,2-s2.0-85034760471,
2856,"Yohe, G., Hope, C.",7004304399; 7005311126,Some thoughts on the value added from a new round of climate change damage estimates,2013,Moritz,,,Climatic Change,117,3,,451,465,NA,4,1,CT,,,10.1007/s10584-012-0563-9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84874948492&partnerID=40&md5=1af8567101db5ed7f9a91893f313585c,,Article,Final,,Scopus,2-s2.0-84874948492,
3447,"Kypreos, S.",6.60E+09,Stabilizing global temperature change below thresholds: Monte Carlo analyses with MERGE,2008,Ivan,Not relevant,Uses a carbon tax in the model but does not report it except for the mean value over the entire century,Computational Management Science,5,2-Jan,,141,170,NA,7,1,CT,,,10.1007/s10287-007-0049-9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38349075935&partnerID=40&md5=84203da804e1d1fe892ae3d334256db7,,Article,Final,,Scopus,2-s2.0-38349075935,
320,"Hua, W., Li, D., Sun, H., Matthews, P.",57200147594; 56383164900; 8865475600; 14826653300,Stackelberg game-theoretic model for low carbon energy market scheduling,2020,James,,,IET Smart Grid,3,1,,31,41,NA,1,NA,NST,1,HFW,10.1049/iet-stg.2018.0109,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085532735&partnerID=40&md5=df3122b3bc132e1faab40514db620374,,Article,Final,Open Access,Scopus,2-s2.0-85085532735,
2321,"Lontzek, T.S., Cai, Y., Judd, K.L., Lenton, T.M.",53980219400; 35796984200; 7005438447; 7004637798,Stochastic integrated assessment of climate tipping points indicates the need for strict climate policy,2015,Simon,Added,,Nature Climate Change,5,5,,441,444,NA,74,1,NST,,,10.1038/nclimate2570,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84928534447&partnerID=40&md5=c22642c73aae0761205ac965a76fd1ac,,Article,Final,,Scopus,2-s2.0-84928534447,
1988,"Engström, G.",3.49E+10,Structural and climatic change,2016,Fran,,,Structural Change and Economic Dynamics,37,,,62,74,NA,5,1,NST,,,10.1016/j.strueco.2015.11.007,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84953931559&partnerID=40&md5=0f6b7dfd374feb229d5fe03c172c8e7f,,Article,Final,,Scopus,2-s2.0-84953931559,
837,"Hagem, C., Storrsten, H.B.",6602345055; 57205621169,Supply- versus Demand-Side Policies in the Presence of Carbon Leakage and the Green Paradox,2019,Delavane,,,Scandinavian Journal of Economics,121,1,,379,406,NA,2,1,NST,,,10.1111/sjoe.12277,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054903056&partnerID=40&md5=9166f3b97a13e9bf7ba3a28e55e6eed8,,Article,Final,,Scopus,2-s2.0-85054903056,
1066,"Schumacher, I.",2.35E+10,The aggregation dilemma in climate change policy evaluation,2018,Gernot,,,Climate Change Economics,9,3,1850008,,,NA,2,1,AZ,,,10.1142/S2010007818500082,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85051280060&partnerID=40&md5=733c14c4e13c10826d9528c52e8b313d,,Article,Final,,Scopus,2-s2.0-85051280060,
803,"van der Ploeg, F., Rezai, A.",6701915911; 36859652300,The agnostic's response to climate deniers: Price carbon!,2019,James,,,European Economic Review,111,,,70,84,NA,3,1,NST,,,10.1016/j.euroecorev.2018.08.010,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054698884&partnerID=40&md5=686d21076b48b649be3d457449afdea6,,Article,Final,,Scopus,2-s2.0-85054698884,
3020,"Hof, A.F., Hope, C.W., Lowe, J., Mastrandrea, M.D., Meinshausen, M., van Vuuren, D.P.",12238851300; 7005311126; 25030776200; 6602804620; 23991359200; 7003501910,The benefits of climate change mitigation in integrated assessment models: The role of the carbon cycle and climate component,2012,Moritz,,,Climatic Change,113,4-Mar,,897,917,NA,22,1,CT,,,10.1007/s10584-011-0363-7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84864550933&partnerID=40&md5=31a81df85bc1462b8ee8217d108a7129,,Article,Final,,Scopus,2-s2.0-84864550933,
2201,"Pottier, A., Espagne, E., Perrissin Fabert, B., Dumas, P.",55452147300; 56012803800; 55123143100; 8121925500,The Comparative Impact of Integrated Assessment Models’ Structures on Optimal Mitigation Policies,2015,Simon,Added,,Environmental Modeling and Assessment,20,5,,453,473,NA,2,1,NST,,,10.1007/s10666-015-9443-9,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84940574931&partnerID=40&md5=76a1bf853640f3d129a77e4fa42c956d,,Article,Final,,Scopus,2-s2.0-84940574931,
1393,"Budolfson, M., Dennig, F., Fleurbaey, M., Siebert, A., Socolow, R.H.",57031877600; 57031858900; 6602530940; 56909741300; 6603772388,"The comparative importance for optimal climate policy of discounting, inequalities and catastrophes",2017,Fran,Added,,Climatic Change,145,4-Mar,,481,494,NA,5,1,NST,,,10.1007/s10584-017-2094-x,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85032365454&partnerID=40&md5=d890179495ddc623020e3026131cc237,,Article,Final,Open Access,Scopus,2-s2.0-85032365454,
